relative_path,top_area,asset_class,lifecycle_status,size_bytes,modified_local,sha256,paper_use,notes
建模/阶段1_交接.md,建模,model_specification,CURRENT_WITH_HISTORICAL_STATUS,14772,2026-09-11T20:31:11+08:00,0ABFC904E5C6277D0C5456C2A007FE41355C392018D38D7AD9D412CC385F8E9B,METHOD,模型规格；状态以总导航校正
建模/阶段1_问题1基线模型.md,建模,model_specification,CURRENT_WITH_HISTORICAL_STATUS,23942,2026-09-11T20:31:11+08:00,129345CA6EA38962F2447820452976855196CD4A903469C8E91B9EC293DB6578,METHOD,模型规格；状态以总导航校正
建模与编程正式求解交接报告.md,建模与编程正式求解交接报告.md,shared_specification_or_protocol,CURRENT_WITH_HISTORY,29557,2026-09-11T19:21:15+08:00,1266842EBF4393B7F68E9124E05357E75A8480F2B06EFAC592C2D74F79B53F10,METHOD_OR_NAVIGATION,共享协议、规划或基线文档
当前基线缺陷与待改进备选方案.md,当前基线缺陷与待改进备选方案.md,shared_specification_or_protocol,CURRENT_WITH_HISTORY,19371,2026-09-11T19:22:21+08:00,460834C1EBAD29D2222AEF5014B140952CF1EA70700F67BF0AD1EB502A1E3AA9,METHOD_OR_NAVIGATION,共享协议、规划或基线文档
编程/__pycache__/build_q3_revised_mapping.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,8881,2026-09-12T04:47:29+08:00,2D854E1753A2D898A8FB66C6852280074FB12070B521C789D06A11D2B0152692,NO,解释器缓存，不是成果
编程/__pycache__/preprocess_audit.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,69379,2026-09-11T20:31:11+08:00,DFA215EA8F8B56B4A256D614A43A364451B90E135E43B8050335FC76956ED852,NO,解释器缓存，不是成果
编程/__pycache__/test_preprocess_audit.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,8375,2026-09-11T20:31:11+08:00,41600190A2B9A5C51ADD7FA2BDBB14F526EAFC5125030F4204C33F97A90F5831,NO,解释器缓存，不是成果
编程/__pycache__/test_q3_audit_contracts.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,5481,2026-09-12T04:23:32+08:00,36951B3E8C7D62A5E53DD839BCF98F36A4B42BFA949EF1A88DFADE1C147F375A,NO,解释器缓存，不是成果
编程/audit_q3_independent.py,编程,audit_evidence_or_tool,CURRENT_AUDIT,5453,2026-09-12T04:18:21+08:00,533A59CFEBE0D6DBE8FFE5C63B06CED82B9E46E4F01912321A38160E165FF1BF,AUDIT_ONLY,独立审计输出或工具
编程/audit_q3_run_evidence.py,编程,audit_evidence_or_tool,CURRENT_AUDIT,4082,2026-09-12T04:22:12+08:00,3492A8BBEC1D1D47264EE70AFDD091FEE3FA60EBD10B964257C74ED58F4DD05F,AUDIT_ONLY,独立审计输出或工具
编程/build_q3_revised_mapping.py,编程,programming_document_or_tool,CURRENT,7282,2026-09-12T04:36:02+08:00,2E1F2104F6C7B8A19514764D8C20B26A7D29B175BEB24A6DF93E522E455DB1CE,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/config/q1_baseline.json,编程,q1_source_or_config,PASSED,836,2026-09-11T20:03:21+08:00,764AA52DCEF3EF7390A78CAB72B47F93653EFC33DF39A5200E1D1295396C6F9F,METHOD,Q1已通过实现
编程/config/q2_baseline.json,编程,q2_source_or_config,ACCEPTED_FROZEN,1314,2026-09-11T21:52:25+08:00,AEF1AD3AD55207CA2054085680AB7EAFB590B487A6F9D6AE37D32B8DA33869E5,METHOD,Q2冻结主模型实现
编程/config/q3_baseline.json,编程,q3_source_or_config,PENDING_HUMAN_RUN,2141,2026-09-12T04:38:05+08:00,4CB1D2C3CAD2B555239D529BB31F2C77223930C2EB7E3F0C6C507ED3BA5719E3,METHOD,Q3修订版生产实现
编程/human_run_logs/q1_human_run_20260911_204149.console.log,编程,human_console_log,HISTORICAL_EVIDENCE,5460,2026-09-11T20:41:51+08:00,F80A12D5B075157ECFBF789407C4ADA80E68A4AB8898F1CD42FF712A7818D637,AUDIT_ONLY,人工运行控制台留痕
编程/human_run_logs/q2_human_run_20260911_221035.console.log,编程,human_console_log,HISTORICAL_EVIDENCE,2011694,2026-09-11T22:11:05+08:00,CA55D330760DFF9C3C4351103EFAB6D325F5CE93CD7B85985CC0E970B512A3A0,AUDIT_ONLY,人工运行控制台留痕
编程/human_run_logs/q3_20260912_025942.console.log,编程,human_console_log,HISTORICAL_EVIDENCE,5391,2026-09-12T03:09:26+08:00,1A899B383388C3384152A4422704AE474A4CED44FE14B1CFE72AFE772FF53584,AUDIT_ONLY,人工运行控制台留痕
编程/human_run_logs/q3_20260912_031050.console.log,编程,human_console_log,HISTORICAL_EVIDENCE,23530,2026-09-12T03:57:41+08:00,D267290953654BC7B00F1F7A3C47B273BED792761EB43DBF7B147EF6AFAD63DC,AUDIT_ONLY,人工运行控制台留痕
编程/human_run_logs/README.md,编程,human_console_log,HISTORICAL_EVIDENCE,631,2026-09-12T11:04:18+08:00,4628787C1BFF000F0D92F24817A18F02159851917DA837B8646C33950B679117,AUDIT_ONLY,人工运行控制台留痕
编程/preprocess_audit.py,编程,programming_document_or_tool,CURRENT,40359,2026-09-11T20:31:12+08:00,E39ABC0DCA751E4C59CF1C8EE74F3DE214FEEF6D1E59C30CD458270EE6BF2D3F,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/q1_baseline/__init__.py,编程,q1_source_or_config,PASSED,286,2026-09-11T20:02:03+08:00,6C7799894A14EB16800E50EE24498356931B6D8A34FFF8277DC09F0C03431635,METHOD,Q1已通过实现
编程/q1_baseline/__pycache__/__init__.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,533,2026-09-12T00:58:13+08:00,5948129C23A5FE187A6744E48F55707CE0AAD91BE2EEFD872EA6CD09A66DDB24,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/__init__.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,507,2026-09-12T00:58:13+08:00,81F92CFA6CE0E2E0B48F4CC49CFECAC84DDB33680F53A4ACFDAAE1A69256DBFF,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/__init__.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,490,2026-09-11T20:41:36+08:00,D94684B4AA29C20204353C10CAF9E143C51EE3E96DE91BF2D560E92950A976EB,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/baseline.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,2787,2026-09-12T00:58:13+08:00,91DC54425B60062B36B01A631376EB3F240D1D1890600DC58F270B23F44808A8,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/baseline.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,2484,2026-09-12T00:58:13+08:00,D7EFD2A5C0023951CA40E2F62FCC449E425A004E187A1E4DAE5D61B6242014BD,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/baseline.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2505,2026-09-11T20:41:36+08:00,A4BE53E1142A54DA818AB36C16ACF29D5403DB54C1D45CCBAC2C789DA8808A07,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/cli.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2559,2026-09-11T20:41:36+08:00,51F2EFEC2BB5526E31119DCA0CD0C40CD830A7DFBC349FD7847C280F5EB863C9,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/config.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2959,2026-09-11T20:41:36+08:00,D2474E65567EDCB068F9D4D87B323F8A26AE3577C60A4318009A0BFDB9C348A2,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/data_contract.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,3125,2026-09-12T00:58:13+08:00,E05C84C1BB1FAF2A646C9F8315F9D274FEEC7AA4D20556451A16BACFF2EE1917,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/data_contract.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,2808,2026-09-12T00:58:13+08:00,05374DB70A274D8FACF6B3D70B024B012FE258E5F84DD73037D48493E51AC93C,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/data_contract.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2913,2026-09-11T20:41:36+08:00,4A6A05FBDB0D52F57CE4E05275404E3B31FE8F86026DFAE07F974F9E1A010348,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_templates.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,8304,2026-09-12T00:58:13+08:00,9B18B69A62B657B091C9348EB5F190BE716FACD986B486DD41A8F29CCAA42DDD,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_templates.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,7264,2026-09-12T00:58:13+08:00,17883C3CCCC6BFAEB4FA50A458B3567B38800A9B700F352B8B258B4994CA6045,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_templates.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,7260,2026-09-11T20:41:36+08:00,444B74DFB6EBF3C0D00A1D553A78DAF34DFABC558BCBD4DCD3C2C49228576246,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_validation.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,9011,2026-09-12T00:58:13+08:00,C28C883BEBFB536D965B5F072350A5C7F120FB7FDDCC14EFED5D75FF6EAE7201,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_validation.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,7397,2026-09-12T00:58:13+08:00,AC5EB46237234BBD53321E075CB1F16D6F9B098B43A41BB4878C1F7C563B50E3,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/export_validation.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,7328,2026-09-11T20:41:36+08:00,B22632099F69B9DB8FB2EBDB5F9A5169448E23FB7ECE094663384A11E80CFE9A,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/metrics.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,12453,2026-09-12T00:58:13+08:00,2FF79A4F87C957FB8947B76733C45797ADCBB2293FD92D308A56B9CC49C59103,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/metrics.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,12143,2026-09-12T00:58:13+08:00,2851E89D5A23C65834EDEE1D69D6D2ACDAA247E02E64148C903C96E6E3EE7CDC,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/metrics.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,12258,2026-09-11T20:41:36+08:00,819D3FDEC95DADF1F404AACF8ECE9861E1067BF77FD9E5E479C44D5F18FC6041,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/milp.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,10264,2026-09-12T00:58:13+08:00,433FDBDA6780726681847751027694B09EE08BE00D3AEF3292A9F431FF1C0419,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/milp.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,10082,2026-09-12T00:58:13+08:00,D648BADA979161817277ECEBED47225333D16F32CB5DAA6F9656DA9143A5AF6C,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/milp.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,10096,2026-09-11T20:41:36+08:00,BB1095C3FB3AF5A4FE6793DF733C9EAF8436F3D2D803255EE979590E3EA8DBF4,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/normalized_reader.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,5079,2026-09-11T20:41:36+08:00,CAB377DCB081271A4A033A585ABFA70496B98B0DED55F3332BF85102AFC503DD,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/optimize.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,1584,2026-09-12T00:58:13+08:00,9E5BC7BF08C0022057BEE1338684E92EE8E2047367A01CB59BA9F10EC0599B43,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/optimize.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,1523,2026-09-12T00:58:13+08:00,5A94493D281024F5ABCC9410948C769C164A52F8EB3943AAFD5375E3D2EFA4CC,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/optimize.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,1486,2026-09-11T20:41:36+08:00,58AEFA5DFB3739597D5D2F58F1FF3D2CCCAEB03F2A836D32E73F08599EE551D8,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/parameters.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,4501,2026-09-12T00:58:13+08:00,40E7963017B7D056FB5731DCC803EA9BF2794F5F6D932F7A97891067F753EE69,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/parameters.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,4261,2026-09-12T00:58:13+08:00,8EDE7A09C088A932C906846FCC2E6619858BF89C41EE6E1FE5EECBC9D4973627,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/parameters.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,4184,2026-09-11T20:41:36+08:00,9DBE6B7EFA24D59C9A8C0C090A5D011AC8B47C28F1E1189000F264EF7678849C,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/raw_reader.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2776,2026-09-12T02:00:28+08:00,BAF7C7A1A31926EA366AA475CEAF244AA643943ADBED566519A28CBDB4DB163A,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/run_manifest.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,3511,2026-09-12T00:58:13+08:00,86DC97CDC5F772B8788CDBA8F8923C5BAC400D35793B69F159252DD59A3C426E,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/run_manifest.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,2987,2026-09-12T00:58:13+08:00,2B15004B591F6FBD5245F3A2B0D968C8BE601A350E59BB5ACB7F3D0C3E9BE77B,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/run_manifest.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,2986,2026-09-11T20:41:36+08:00,3FA39B425EDF836E60818AF5741EB13CE91DD6D9784A4ED0A48D19CC030A9A3F,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/runner.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,12000,2026-09-11T20:41:36+08:00,DBFEE3F0A2B8AEC943BD8A7B921203D673234AAB6ED2F398015A0D176A5B9A45,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/solver_backend.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,8057,2026-09-12T00:58:13+08:00,74B8EBA180004EA507A0152E02DB2F0CB9A5AC6BE1C6EC5DB8DD77E1765AEE97,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/solver_backend.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,7237,2026-09-12T00:58:13+08:00,BAB82F484C5096EC9712C8D164E112876D851160A40D47FF9A2B8F0B675CD0E1,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/solver_backend.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,7549,2026-09-12T03:35:33+08:00,0397F11664BF57DB6A1B1D5BA7C45318660028475DF5CFECC0CFDD7771D51796,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/time_index.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,5882,2026-09-12T00:58:13+08:00,72114660E9B455BC0E17CA9DDE291DF024B9302A5A69C9FC7926CA0790D56274,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/time_index.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,5301,2026-09-12T00:58:13+08:00,A5458E83F0CF6C11A4FA03DDA1785D7606E67583AC069AF2AC659FE0A085DC86,NO,解释器缓存，不是成果
编程/q1_baseline/__pycache__/time_index.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,5316,2026-09-11T20:41:36+08:00,62C6E80D4DE054AB9BEA2E83D0133F63C2BAFB1D28771FF6494422D03DB7B85C,NO,解释器缓存，不是成果
编程/q1_baseline/baseline.py,编程,q1_source_or_config,PASSED,1421,2026-09-11T20:03:19+08:00,507D77147AE0FD52CD97051C49D33A206C9E8F4C6045CFD7505A621AC645283C,METHOD,Q1已通过实现
编程/q1_baseline/cli.py,编程,q1_source_or_config,PASSED,1729,2026-09-11T20:09:31+08:00,41B19EBDFDC89E976CE6D6F8E83EBB70C0A6A075A56F140E880012D6F19F2B1B,METHOD,Q1已通过实现
编程/q1_baseline/config.py,编程,q1_source_or_config,PASSED,1799,2026-09-11T20:03:18+08:00,47617A9CA56CE39AEF231D202F1C26830C43221A2E709059B9037580C6734CA1,METHOD,Q1已通过实现
编程/q1_baseline/data_contract.py,编程,q1_source_or_config,PASSED,1541,2026-09-11T20:02:06+08:00,E83939F93A036F19A8D2DA6EE6460CEC5C0A91EEE3A6242A7750BBAEC1C4C156,METHOD,Q1已通过实现
编程/q1_baseline/export_templates.py,编程,q1_source_or_config,PASSED,4509,2026-09-11T20:05:35+08:00,83BC9A9AB6E3BCEA81871F759E78FA405621C383A56A7BA0F1DAF1A23E00415C,METHOD,Q1已通过实现
编程/q1_baseline/export_validation.py,编程,q1_source_or_config,PASSED,3806,2026-09-11T20:05:36+08:00,58C68C9D7690E23BFBE67746FBFCDCBA3CBAFE4CE6A5BE23071B4D4ABDAF5033,METHOD,Q1已通过实现
编程/q1_baseline/metrics.py,编程,q1_source_or_config,PASSED,5865,2026-09-11T20:10:05+08:00,78B937AC34DA366950345EA16A05829D7920786EAC9DACBDE2DD45AEF4C92D62,METHOD,Q1已通过实现
编程/q1_baseline/milp.py,编程,q1_source_or_config,PASSED,6044,2026-09-11T20:03:20+08:00,76B921C935BE0688905E319800210D314007B007A667BC57500E0D279FC4C079,METHOD,Q1已通过实现
编程/q1_baseline/normalized_reader.py,编程,q1_source_or_config,PASSED,3650,2026-09-11T20:02:07+08:00,6E4C0144886A5A2087EA7E5AB6387F8B1E6E29818E2570A304215BB6AD2EA4BE,METHOD,Q1已通过实现
编程/q1_baseline/optimize.py,编程,q1_source_or_config,PASSED,1054,2026-09-11T20:04:30+08:00,75C57FF666E79FFA31D345E45865C719D445008AA7EE9CE665B48CEECC8E3F89,METHOD,Q1已通过实现
编程/q1_baseline/parameters.py,编程,q1_source_or_config,PASSED,2377,2026-09-11T20:02:04+08:00,6245EA8F709DC24BEEFA00222E4AC0139A2936A2BD2B61966ED31AD22274FF0C,METHOD,Q1已通过实现
编程/q1_baseline/raw_reader.py,编程,q1_source_or_config,PASSED,1862,2026-09-11T20:02:08+08:00,02B94E62790BD0F70A6C535427DE143ED1025A920D60194015B05CFFE820009F,METHOD,Q1已通过实现
编程/q1_baseline/run_manifest.py,编程,q1_source_or_config,PASSED,1349,2026-09-11T20:05:37+08:00,DD7E0C18FE5B975ADFDB7D057D10EAC9D2288FAD5B5D4ADC6719BC67689BBAD0,METHOD,Q1已通过实现
编程/q1_baseline/runner.py,编程,q1_source_or_config,PASSED,10110,2026-09-11T20:10:06+08:00,F2FFF002D9D784183B29DD68BB9E19301D2A9BC2DF3103F73307447A8BC1FF89,METHOD,Q1已通过实现
编程/q1_baseline/solver_backend.py,编程,q1_source_or_config,PASSED,4279,2026-09-12T03:35:10+08:00,9AE3337429100246163BFFE7E61E0E897FC7FF11046753D5B4D432A6928D892F,METHOD,Q1已通过实现
编程/q1_baseline/time_index.py,编程,q1_source_or_config,PASSED,4037,2026-09-11T20:02:05+08:00,78F4D3EBE041FCB2812FD20E41D5DA683D7A4BFE4CAFAFAF99F55A423F103AD1,METHOD,Q1已通过实现
编程/Q1_人工运行说明.md,编程,programming_document_or_tool,CURRENT,9008,2026-09-11T20:39:30+08:00,CF505FCEDEB097ED40B496A9EA3683D9B4436CA7DB09D318E2FC284DC7A09723,METHOD_OR_NAVIGATION,编程说明、工具或导航
编程/q2_baseline/__init__.py,编程,q2_source_or_config,ACCEPTED_FROZEN,236,2026-09-11T21:10:51+08:00,524318EC5A1CE8D637257091D17AFC6B6745398A119E29E153D0AE26B7677C10,METHOD,Q2冻结主模型实现
编程/q2_baseline/__pycache__/__init__.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,486,2026-09-12T00:58:13+08:00,917B83988AC09604F482FCB8E7FC5C2E840D899B659D80DD8DDF4BCAD8569977,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/__init__.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,445,2026-09-12T00:58:13+08:00,F26982CDCC22DF350657EC2192C546DF72B06A28D29BC809E24A72013FC463E3,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/__init__.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,372,2026-09-11T21:21:02+08:00,8283EEDD460CC10C1BCE738C457DB50FF6B5B5D5E65E6A1403D934B728AA7626,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/candidate_forecast.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,7056,2026-09-12T00:58:13+08:00,EA1D9C8A8578D6C91C097196D740C3C8A532BA50C3C4A18BE02830DE028FCD81,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/candidate_forecast.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,6393,2026-09-12T00:58:13+08:00,C5B627850E0C0B27E68CBDA2D0A56A09482A65FCE8FC590AA3E4B6B780534837,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/candidate_forecast.cpython-313.pyc,编程,generated_cache,GENERATED_CACHE,6514,2026-09-12T01:56:58+08:00,04724B5BCCBDAD2186137ED92416C79C7649DE4A728735BFDB7038186D33353B,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/cli.cpython-311.pyc,编程,generated_cache,GENERATED_CACHE,2707,2026-09-12T00:58:13+08:00,BF41D02D4FB87C234750D50F80E3E5D4DA196D6EB3A1D9B696DEB54E97E98D04,NO,解释器缓存，不是成果
编程/q2_baseline/__pycache__/cli.cpython-312.pyc,编程,generated_cache,GENERATED_CACHE,2411,2026-09-12T00:58:13+08:00,204303742186AF51817E85461AEE243EE42EB4DD81A982A0F7379DB1A74926C8,NO,解释器缓存，不是成果
